student_id,order_id,order_time,canteen,window,dish_name,category,price,quantity,amount,payment,rating
S0295,O2026041300040,2026-04-13 10:50:13,一食堂,快餐窗口,红烧肉,热菜,13.6,1,13.6,校园卡,4.2
S0124,O2026032100041,2026-03-21 18:38:35,一食堂,汤品窗口,绿豆汤,汤品,4.6,1,4.6,微信,4.6
S0252,O2026040500042,2026-04-05 19:07:55,二食堂,饮品窗口,可乐,饮品,4.2,1,4.2,支付宝,4.2
S0244,O2026022200043,2026-02-22 19:03:04,一食堂,面食窗口,牛肉面,主食,14.5,1,14.5,校园卡,4.4
S0244,O2026022200043,2026-02-22 19:03:04,一食堂,饮品窗口,可乐,饮品,3.4,1,3.4,校园卡,2.6
S0387,O2026030600044,2026-03-06 20:04:59,一食堂,饮品窗口,可乐,饮品,4.3,1,4.3,微信,4.1
S0387,O2026030600044,2026-03-06 20:04:59,一食堂,小吃窗口,炸鸡排,小吃,10.7,1,10.7,微信,4.4
S0326,O2026040400045,2026-04-04 22:33:12,三食堂,汤品窗口,绿豆汤,汤品,4.6,1,4.6,校园卡,4.7
S0454,O2026021900046,2026-02-19 06:18:10,一食堂,早餐窗口,豆浆,饮品,1.0,1,1.0,校园卡,3.7
S0204,O2026032000047,2026-03-20 09:50:51,二食堂,早餐窗口,豆浆,饮品,2.3,1,2.3,微信,4.3
S0427,O2026032400048,2026-03-24 12:31:46,二食堂,饮品窗口,奶茶,饮品,9.8,1,9.8,支付宝,3.6
S0427,O2026032400048,2026-03-24 12:31:46,二食堂,特色窗口,麻辣香锅,主食,18.1,1,18.1,支付宝,4.1
S0304,O2026021500049,2026-02-15 06:20:18,一食堂,早餐窗口,鸡蛋,主食,1.9,1,1.9,校园卡,3.7
S0311,O2026040200050,2026-04-02 13:42:58,二食堂,汤品窗口,绿豆汤,汤品,4.1,1,4.1,微信,4.3
S0311,O2026040200050,2026-04-02 13:42:58,二食堂,轻食窗口,水果沙拉,轻食,11.5,1,11.5,微信,3.5
S0411,O2026041500051,2026-04-15 17:58:06,一食堂,盖饭窗口,黄焖鸡米饭,主食,15.8,1,15.8,微信,3.8
S0489,O2026022500052,2026-02-25 22:51:27,一食堂,小吃窗口,炸鸡排,小吃,11.2,1,11.2,支付宝,4.3
S0466,O2026020400053,2026-02-04 06:22:57,一食堂,面食窗口,热干面,主食,8.1,1,8.1,微信,3.8
S0466,O2026020400053,2026-02-04 06:22:57,一食堂,早餐窗口,鸡蛋,主食,1.6,1,1.6,微信,4.1
S0015,O2026031200054,2026-03-12 12:15:40,一食堂,盖饭窗口,黄焖鸡米饭,主食,17.0,1,17.0,支付宝,3.9
S0015,O2026031200054,2026-03-12 12:15:40,一食堂,饮品窗口,奶茶,饮品,9.9,1,9.9,支付宝,3.9
S0225,O2026020700055,2026-02-07 19:11:40,一食堂,快餐窗口,番茄炒蛋,热菜,9.3,1,9.3,支付宝,4.1
S0225,O2026020700055,2026-02-07 19:11:40,一食堂,快餐窗口,红烧肉,热菜,14.7,2,29.4,支付宝,4.0
S0225,O2026020700055,2026-02-07 19:11:40,一食堂,盖饭窗口,黄焖鸡米饭,主食,15.6,1,15.6,支付宝,4.3
S0318,O2026041400056,2026-04-14 08:18:27,一食堂,早餐窗口,鸡蛋,主食,1.2,1,1.2,校园卡,4.3
S0318,O2026041400056,2026-04-14 08:18:27,一食堂,早餐窗口,豆浆,饮品,1.0,1,1.0,校园卡,4.4
S0318,O2026041400056,2026-04-14 08:18:27,一食堂,面食窗口,热干面,主食,7.7,1,7.7,校园卡,3.5
S0031,O2026040700057,2026-04-07 10:09:20,一食堂,快餐窗口,番茄炒蛋,热菜,9.8,2,19.6,支付宝,3.8
S0031,O2026040700057,2026-04-07 10:09:20,一食堂,快餐窗口,红烧肉,热菜,14.3,1,14.3,支付宝,4.7
S0257,O2026033100058,2026-03-31 18:19:57,二食堂,盖饭窗口,黄焖鸡米饭,主食,15.6,1,15.6,校园卡,4.0
S0257,O2026033100058,2026-03-31 18:19:57,二食堂,面食窗口,牛肉面,主食,13.9,1,13.9,校园卡,3.6
S0257,O2026033100058,2026-03-31 18:19:57,二食堂,特色窗口,麻辣香锅,主食,18.4,1,18.4,校园卡,3.6
S0076,O2026030200059,2026-03-02 09:18:29,一食堂,早餐窗口,包子,主食,1.9,1,1.9,校园卡,4.4
S0076,O2026030200059,2026-03-02 09:18:29,一食堂,早餐窗口,豆浆,饮品,1.6,1,1.6,校园卡,4.1
S0240,O2026041000060,2026-04-10 10:35:14,二食堂,饮品窗口,可乐,饮品,3.6,1,3.6,校园卡,4.1
S0045,O2026021100061,2026-02-11 08:02:19,三食堂,早餐窗口,包子,主食,2.9,1,2.9,校园卡,4.6
S0003,O2026031000062,2026-03-10 10:41:50,三食堂,汤品窗口,绿豆汤,汤品,4.5,1,4.5,微信,3.8
S0368,O2026041500063,2026-04-15 13:36:54,一食堂,快餐窗口,青椒土豆丝,热菜,8.3,1,8.3,校园卡,4.3
S0368,O2026041500063,2026-04-15 13:36:54,一食堂,盖饭窗口,黄焖鸡米饭,主食,15.3,1,15.3,校园卡,4.1
S0355,O2026040500064,2026-04-05 09:39:43,二食堂,早餐窗口,鸡蛋,主食,1.4,1,1.4,校园卡,4.2
S0355,O2026040500064,2026-04-05 09:39:43,二食堂,早餐窗口,包子,主食,2.0,1,2.0,校园卡,4.1
S0287,O2026031600065,2026-03-16 08:59:34,一食堂,早餐窗口,鸡蛋,主食,1.5,1,1.5,支付宝,3.5
S0419,O2026041500066,2026-04-15 13:20:39,一食堂,饮品窗口,可乐,饮品,3.7,1,3.7,微信,3.4
S0134,O2026032700067,2026-03-27 13:40:31,二食堂,快餐窗口,红烧肉,热菜,13.8,1,13.8,支付宝,4.2
S0445,O2026033000068,2026-03-30 13:56:05,一食堂,轻食窗口,水果沙拉,轻食,12.6,1,12.6,微信,3.3
S0207,O2026040700069,2026-04-07 13:44:38,一食堂,饮品窗口,奶茶,饮品,9.8,1,9.8,微信,3.7
S0207,O2026040700069,2026-04-07 13:44:38,一食堂,快餐窗口,青椒土豆丝,热菜,7.9,1,7.9,微信,4.6
S0490,O2026021600070,2026-02-16 18:27:01,一食堂,快餐窗口,红烧肉,热菜,14.3,1,14.3,微信,3.7
S0490,O2026021600070,2026-02-16 18:27:01,一食堂,快餐窗口,番茄炒蛋,热菜,9.9,1,9.9,微信,3.8
S0167,O2026030200071,2026-03-02 07:22:21,一食堂,面食窗口,热干面,主食,7.4,1,7.4,微信,4.0
S0102,O2026030800072,2026-03-08 16:20:16,一食堂,特色窗口,麻辣香锅,主食,17.6,1,17.6,微信,4.4
S0068,O2026020900073,2026-02-09 18:29:53,一食堂,小吃窗口,炸鸡排,小吃,10.5,2,21.0,微信,3.5
S0068,O2026020900073,2026-02-09 18:29:53,一食堂,轻食窗口,水果沙拉,轻食,12.5,1,12.5,微信,3.6
S0309,O2026032800074,2026-03-28 07:48:50,二食堂,早餐窗口,包子,主食,2.2,1,2.2,校园卡,3.7
S0016,O2026030300075,2026-03-03 13:22:50,三食堂,面食窗口,牛肉面,主食,13.7,1,13.7,校园卡,4.2
S0016,O2026030300075,2026-03-03 13:22:50,三食堂,饮品窗口,可乐,饮品,3.8,1,3.8,校园卡,4.4
S0016,O2026030300075,2026-03-03 13:22:50,三食堂,特色窗口,麻辣香锅,主食,18.6,1,18.6,校园卡,4.3
S0081,O2026022300076,2026-02-23 09:19:14,三食堂,早餐窗口,豆浆,饮品,1.9,1,1.9,支付宝,4.1
S0081,O2026022300076,2026-02-23 09:19:14,三食堂,早餐窗口,鸡蛋,主食,2.0,1,2.0,支付宝,4.6
S0083,O2026031400077,2026-03-14 20:09:22,一食堂,夜宵窗口,炒面,主食,12.7,1,12.7,校园卡,4.5
S0094,O2026032200078,2026-03-22 11:31:31,三食堂,快餐窗口,红烧肉,热菜,13.5,2,27.0,支付宝,3.7
S0094,O2026032200078,2026-03-22 11:31:31,三食堂,面食窗口,牛肉面,主食,13.8,1,13.8,支付宝,5.0
S0266,O2026021600079,2026-02-16 18:47:49,三食堂,轻食窗口,水果沙拉,轻食,11.7,1,11.7,微信,4.3
S0317,O2026040100080,2026-04-01 07:26:09,一食堂,早餐窗口,鸡蛋,主食,1.6,1,1.6,支付宝,3.4
S0046,O2026022600081,2026-02-26 12:57:31,一食堂,快餐窗口,番茄炒蛋,热菜,9.9,1,9.9,支付宝,3.8
S0184,O2026032600082,2026-03-26 12:21:56,二食堂,汤品窗口,绿豆汤,汤品,4.6,1,4.6,校园卡,4.3
S0130,O2026030300083,2026-03-03 17:20:41,二食堂,汤品窗口,绿豆汤,汤品,5.1,1,5.1,校园卡,3.7
S0130,O2026030300083,2026-03-03 17:20:41,二食堂,面食窗口,牛肉面,主食,13.6,1,13.6,校园卡,3.6
S0070,O2026033000084,2026-03-30 06:52:16,一食堂,早餐窗口,包子,主食,2.5,1,2.5,微信,4.1
S0070,O2026033000084,2026-03-30 06:52:16,一食堂,早餐窗口,鸡蛋,主食,2.3,1,2.3,微信,4.2
S0070,O2026033000084,2026-03-30 06:52:16,一食堂,面食窗口,热干面,主食,8.2,1,8.2,微信,3.8
S0424,O2026030600085,2026-03-06 19:36:21,三食堂,快餐窗口,青椒土豆丝,热菜,7.7,1,7.7,校园卡,3.6
S0422,O2026022400086,2026-02-24 22:57:55,三食堂,夜宵窗口,炒饭,主食,12.6,1,12.6,微信,4.1
S0422,O2026022400086,2026-02-24 22:57:55,三食堂,饮品窗口,可乐,饮品,4.0,1,4.0,微信,4.1
S0286,O2026040300087,2026-04-03 11:13:39,三食堂,饮品窗口,奶茶,饮品,10.0,1,10.0,校园卡,3.9
S0500,O2026030600088,2026-03-06 06:06:23,一食堂,早餐窗口,鸡蛋,主食,2.4,2,4.8,校园卡,4.2
S0112,O2026022100089,2026-02-21 08:47:14,三食堂,早餐窗口,包子,主食,2.5,1,2.5,校园卡,4.5
S0112,O2026022100089,2026-02-21 08:47:14,三食堂,早餐窗口,豆浆,饮品,1.7,1,1.7,校园卡,4.6
S0489,O2026020900090,2026-02-09 08:41:43,一食堂,早餐窗口,包子,主食,2.1,1,2.1,校园卡,4.4
S0118,O2026030400091,2026-03-04 19:49:56,一食堂,小吃窗口,炸鸡排,小吃,11.0,1,11.0,支付宝,4.5
S0034,O2026022200092,2026-02-22 08:18:32,一食堂,面食窗口,热干面,主食,7.9,1,7.9,校园卡,4.8
S0277,O2026040600093,2026-04-06 06:08:03,三食堂,早餐窗口,豆浆,饮品,2.0,1,2.0,支付宝,4.1
S0233,O2026032600094,2026-03-26 12:32:45,一食堂,汤品窗口,绿豆汤,汤品,4.7,1,4.7,校园卡,3.8
S0427,O2026030200095,2026-03-02 06:49:03,三食堂,早餐窗口,豆浆,饮品,2.6,1,2.6,微信,3.0
S0329,O2026030800096,2026-03-08 06:37:13,一食堂,早餐窗口,鸡蛋,主食,2.5,1,2.5,微信,3.9
S0145,O2026030900097,2026-03-09 09:36:22,一食堂,早餐窗口,鸡蛋,主食,2.0,1,2.0,微信,3.5
S0145,O2026030900097,2026-03-09 09:36:22,一食堂,早餐窗口,豆浆,饮品,1.7,1,1.7,微信,4.4
S0448,O2026031700098,2026-03-17 07:00:12,二食堂,早餐窗口,豆浆,饮品,2.8,1,2.8,校园卡,5.0
S0448,O2026031700098,2026-03-17 07:00:12,二食堂,面食窗口,热干面,主食,7.6,1,7.6,校园卡,4.7
S0039,O2026030400099,2026-03-04 07:12:06,一食堂,早餐窗口,豆浆,饮品,2.9,1,2.9,支付宝,4.2
S0445,O2026040200100,2026-04-02 10:25:12,三食堂,面食窗口,牛肉面,主食,13.5,1,13.5,校园卡,4.6
S0222,O2026031200101,2026-03-12 16:49:41,三食堂,轻食窗口,水果沙拉,轻食,12.2,1,12.2,校园卡,3.6
S0247,O2026031200102,2026-03-12 20:19:29,三食堂,小吃窗口,炸鸡排,小吃,11.2,1,11.2,校园卡,4.3
S0334,O2026031700103,2026-03-17 09:51:01,一食堂,面食窗口,热干面,主食,8.4,1,8.4,校园卡,4.7
S0334,O2026031700103,2026-03-17 09:51:01,一食堂,早餐窗口,豆浆,饮品,2.1,1,2.1,校园卡,3.8
S0190,O2026020600104,2026-02-06 11:58:20,一食堂,快餐窗口,番茄炒蛋,热菜,10.0,1,10.0,校园卡,4.0
S0190,O2026020600104,2026-02-06 11:58:20,一食堂,盖饭窗口,黄焖鸡米饭,主食,16.3,1,16.3,校园卡,4.4
S0052,O2026041200105,2026-04-12 19:03:39,一食堂,面食窗口,牛肉面,主食,14.1,1,14.1,微信,3.9
S0249,O2026021800106,2026-02-18 19:09:51,二食堂,快餐窗口,番茄炒蛋,热菜,10.3,1,10.3,校园卡,4.1
S0249,O2026021800106,2026-02-18 19:09:51,二食堂,小吃窗口,炸鸡排,小吃,10.8,1,10.8,校园卡,3.0
S0426,O2026041400107,2026-04-14 10:57:04,三食堂,快餐窗口,番茄炒蛋,热菜,10.3,1,10.3,微信,3.9
S0426,O2026041400107,2026-04-14 10:57:04,三食堂,面食窗口,牛肉面,主食,13.6,2,27.2,微信,4.6
S0060,O2026021000108,2026-02-10 10:07:25,三食堂,特色窗口,麻辣香锅,主食,17.9,1,17.9,支付宝,4.2
S0057,O2026021300109,2026-02-13 11:41:34,二食堂,快餐窗口,红烧肉,热菜,13.4,1,13.4,微信,4.0
S0049,O2026021400110,2026-02-14 07:29:20,三食堂,面食窗口,热干面,主食,9.1,1,9.1,校园卡,4.0
S0049,O2026021400110,2026-02-14 07:29:20,三食堂,早餐窗口,包子,主食,2.7,1,2.7,校园卡,4.3
S0102,O2026041300111,2026-04-13 11:59:28,一食堂,面食窗口,热干面,主食,8.1,1,8.1,校园卡,4.9
S0102,O2026041300111,2026-04-13 11:59:28,一食堂,饮品窗口,可乐,饮品,3.8,1,3.8,校园卡,3.7
S0223,O2026040100112,2026-04-01 12:42:23,一食堂,盖饭窗口,黄焖鸡米饭,主食,15.5,1,15.5,支付宝,4.7
S0310,O2026040400113,2026-04-04 16:42:32,三食堂,饮品窗口,可乐,饮品,4.1,1,4.1,支付宝,4.1
S0242,O2026033000114,2026-03-30 22:26:42,二食堂,饮品窗口,可乐,饮品,3.6,1,3.6,校园卡,4.1
S0158,O2026031800115,2026-03-18 10:55:50,一食堂,盖饭窗口,黄焖鸡米饭,主食,16.5,2,33.0,校园卡,3.9
S0158,O2026031800115,2026-03-18 10:55:50,一食堂,快餐窗口,红烧肉,热菜,13.8,1,13.8,校园卡,3.8
S0158,O2026031800115,2026-03-18 10:55:50,一食堂,饮品窗口,可乐,饮品,4.1,1,4.1,校园卡,4.2
S0401,O2026031100116,2026-03-11 10:47:12,二食堂,特色窗口,麻辣香锅,主食,18.4,1,18.4,支付宝,4.1
S0401,O2026031100116,2026-03-11 10:47:12,二食堂,面食窗口,热干面,主食,7.9,1,7.9,支付宝,4.2
S0401,O2026031100116,2026-03-11 10:47:12,二食堂,盖饭窗口,黄焖鸡米饭,主食,16.1,1,16.1,支付宝,3.7
S0358,O2026032700117,2026-03-27 13:13:46,一食堂,快餐窗口,红烧肉,热菜,14.0,1,14.0,校园卡,3.8
S0239,O2026031100118,2026-03-11 22:05:29,二食堂,饮品窗口,奶茶,饮品,10.9,1,10.9,校园卡,4.7
S0239,O2026031100118,2026-03-11 22:05:29,二食堂,小吃窗口,炸鸡排,小吃,10.8,1,10.8,校园卡,3.8
S0229,O2026033100119,2026-03-31 18:38:44,二食堂,快餐窗口,番茄炒蛋,热菜,9.7,1,9.7,支付宝,3.7
S0229,O2026033100119,2026-03-31 18:38:44,二食堂,汤品窗口,绿豆汤,汤品,4.9,1,4.9,支付宝,4.0
S0108,O2026031200120,2026-03-12 18:29:27,二食堂,汤品窗口,绿豆汤,汤品,4.4,1,4.4,校园卡,3.9
S0198,O2026021200121,2026-02-12 06:57:48,一食堂,早餐窗口,鸡蛋,主食,1.3,1,1.3,微信,4.2
S0198,O2026021200121,2026-02-12 06:57:48,一食堂,早餐窗口,包子,主食,2.3,1,2.3,微信,4.1
S0035,O2026021200122,2026-02-12 11:49:42,二食堂,饮品窗口,奶茶,饮品,9.8,1,9.8,支付宝,4.6
S0035,O2026021200122,2026-02-12 11:49:42,二食堂,快餐窗口,番茄炒蛋,热菜,9.9,1,9.9,支付宝,4.3
S0183,O2026022400123,2026-02-24 09:45:10,一食堂,早餐窗口,豆浆,饮品,2.1,1,2.1,校园卡,3.8
S0434,O2026020200124,2026-02-02 10:37:38,三食堂,饮品窗口,可乐,饮品,4.5,1,4.5,微信,3.8
S0434,O2026020200124,2026-02-02 10:37:38,三食堂,饮品窗口,奶茶,饮品,10.2,1,10.2,微信,4.3
S0357,O2026040400125,2026-04-04 13:33:38,一食堂,轻食窗口,水果沙拉,轻食,12.3,1,12.3,支付宝,3.9
S0357,O2026040400125,2026-04-04 13:33:38,一食堂,饮品窗口,可乐,饮品,4.5,1,4.5,支付宝,3.8
S0149,O2026031900126,2026-03-19 10:59:33,一食堂,轻食窗口,水果沙拉,轻食,11.4,1,11.4,校园卡,3.6
S0461,O2026040200127,2026-04-02 08:10:13,一食堂,面食窗口,热干面,主食,7.5,1,7.5,校园卡,4.1
S0461,O2026040200127,2026-04-02 08:10:13,一食堂,早餐窗口,包子,主食,1.9,1,1.9,校园卡,4.1
S0190,O2026031600128,2026-03-16 19:36:46,三食堂,汤品窗口,紫菜蛋花汤,汤品,4.1,2,8.2,校园卡,4.5
S0170,O2026020700129,2026-02-07 12:48:46,一食堂,盖饭窗口,黄焖鸡米饭,主食,15.4,1,15.4,校园卡,3.4
S0492,O2026021100130,2026-02-11 18:44:41,一食堂,特色窗口,麻辣香锅,主食,17.4,1,17.4,校园卡,3.9
S0492,O2026021100130,2026-02-11 18:44:41,一食堂,饮品窗口,奶茶,饮品,10.2,1,10.2,校园卡,4.1
S0492,O2026021100130,2026-02-11 18:44:41,一食堂,面食窗口,牛肉面,主食,13.8,2,27.6,校园卡,4.2
S0257,O2026021100131,2026-02-11 10:15:16,三食堂,快餐窗口,番茄炒蛋,热菜,10.0,1,10.0,校园卡,4.4
S0257,O2026021100131,2026-02-11 10:15:16,三食堂,面食窗口,热干面,主食,8.1,1,8.1,校园卡,4.6
S0026,O2026031200132,2026-03-12 17:04:13,三食堂,饮品窗口,奶茶,饮品,10.4,1,10.4,校园卡,3.2
S0026,O2026031200132,2026-03-12 17:04:13,三食堂,盖饭窗口,黄焖鸡米饭,主食,16.0,1,16.0,校园卡,4.0
S0212,O2026032900133,2026-03-29 16:49:09,一食堂,快餐窗口,青椒土豆丝,热菜,7.9,1,7.9,校园卡,3.7
S0369,O2026033100134,2026-03-31 20:47:14,二食堂,夜宵窗口,炒饭,主食,12.3,2,24.6,微信,4.1
S0036,O2026032000135,2026-03-20 21:21:21,二食堂,夜宵窗口,炒面,主食,12.2,1,12.2,校园卡,4.0
S0151,O2026033100136,2026-03-31 22:28:53,三食堂,夜宵窗口,炒饭,主食,11.4,1,11.4,校园卡,3.5
S0151,O2026033100136,2026-03-31 22:28:53,三食堂,夜宵窗口,炒面,主食,13.0,1,13.0,校园卡,3.7
S0209,O2026020300137,2026-02-03 13:51:45,一食堂,盖饭窗口,黄焖鸡米饭,主食,16.1,1,16.1,校园卡,3.5
S0209,O2026020300137,2026-02-03 13:51:45,一食堂,饮品窗口,奶茶,饮品,9.8,1,9.8,校园卡,5.0
S0480,O2026022600138,2026-02-26 09:24:01,二食堂,早餐窗口,鸡蛋,主食,1.9,1,1.9,微信,4.5
S0480,O2026022600138,2026-02-26 09:24:01,二食堂,早餐窗口,豆浆,饮品,1.8,1,1.8,微信,3.1
S0340,O2026041400139,2026-04-14 10:08:15,三食堂,盖饭窗口,黄焖鸡米饭,主食,15.4,1,15.4,校园卡,3.8
S0067,O2026020300140,2026-02-03 22:05:04,三食堂,小吃窗口,炸鸡排,小吃,10.9,1,10.9,微信,3.3
S0067,O2026020300140,2026-02-03 22:05:04,三食堂,夜宵窗口,炒面,主食,12.9,1,12.9,微信,3.4
S0378,O2026022000141,2026-02-20 07:47:46,一食堂,早餐窗口,鸡蛋,主食,1.6,1,1.6,支付宝,4.2
S0345,O2026030600142,2026-03-06 10:45:12,三食堂,特色窗口,麻辣香锅,主食,18.7,1,18.7,校园卡,5.0
S0280,O2026032500143,2026-03-25 13:08:19,二食堂,快餐窗口,番茄炒蛋,热菜,10.3,1,10.3,校园卡,3.6
S0415,O2026040500144,2026-04-05 18:46:14,二食堂,快餐窗口,青椒土豆丝,热菜,8.1,1,8.1,微信,3.4
S0205,O2026032800145,2026-03-28 12:36:59,一食堂,快餐窗口,红烧肉,热菜,14.4,1,14.4,校园卡,3.3
